MIASTO;Region;KOD;KIER;ULICA;P_OD;P_DO;N_OD;N_DO;POD;NOD
BARTODZIEJE;MAZOWIECKIE;26-622;048;;;;;;     0 ;     0 
BARTODZIEJE;MAZOWIECKIE;05-610;048;;;;;;     0 ;     0 
BARTODZIEJE;MAZOWIECKIE;26-706;048;;;;;;     0 ;     0 
BARTODZIEJE K RADOMIA;MAZOWIECKIE;26-622;048;;;;;;     0 ;     0 
BARTO£DY;MAZOWIECKIE;06-405;023;;;;;;     0 ;     0 
BARTOSZ;MAZOWIECKIE;08-300;025;;;;;;     0 ;     0 
BARTOSZ”WKA;MAZOWIECKIE;96-311;042;;;;;;     0 ;     0 
BARYCZ;MAZOWIECKIE;26-712;048;;;;;;     0 ;     0 
BARYCZ NOWA;MAZOWIECKIE;26-712;048;;;;;;     0 ;     0 
BARYCZ STARA;MAZOWIECKIE;26-712;048;;;;;;     0 ;     0 
BASIN;MAZOWIECKIE;96-314;042;;;;;;     0 ;     0 
BASIN”W;MAZOWIECKIE;26-913;048;;;;;;     0 ;     0 
BASIN”W;MAZOWIECKIE;07-161;025;;;;;;     0 ;     0 
BASZK”WKA;MAZOWIECKIE;05-503;022;;;;;;     0 ;     0 
BATOGOWO;MAZOWIECKIE;06-216;023;;;;;;     0 ;     0 
BAZAN”W NOWY;MAZOWIECKIE;08-500;025;;;;;;     0 ;     0 
BAZAN”W STARY;MAZOWIECKIE;08-500;025;;;;;;     0 ;     0 
BAZAR;MAZOWIECKIE;06-200;023;;;;;;     0 ;     0 
B•CZKI;MAZOWIECKIE;08-471;025;;;;;;     0 ;     0 
B•DKOWO;MAZOWIECKIE;06-440;023;;;;;;     0 ;     0 
B•DKOWO JEZIORNE;MAZOWIECKIE;09-414;024;;;;;;     0 ;     0 
B•DKOWO KOåCIELNE;MAZOWIECKIE;09-414;024;;;;;;     0 ;     0 
B•DKOWO NOWINY;MAZOWIECKIE;06-440;023;;;;;;     0 ;     0 
B•DKOWO ROCHNY;MAZOWIECKIE;09-414;024;;;;;;     0 ;     0 
B•DKOWO RUMUNKI;MAZOWIECKIE;09-414;024;;;;;;     0 ;     0 
B•DK”W;MAZOWIECKIE;05-610;048;;;;;;     0 ;     0 
B•DZYN;MAZOWIECKIE;09-304;023;;;;;;     0 ;     0 
B•KI;MAZOWIECKIE;06-513;023;;;;;;     0 ;     0 
B•KI LESIOWSKIE;MAZOWIECKIE;26-631;048;;;;;;     0 ;     0 
B•KOWA;MAZOWIECKIE;27-323;048;;;;;;     0 ;     0 
BEDNARZE;MAZOWIECKIE;07-120;025;;;;;;     0 ;     0 
BEGNO;MAZOWIECKIE;09-431;024;;;;;;     0 ;     0 
BEGNO;MAZOWIECKIE;06-124;023;;;;;;     0 ;     0 
BEJDY;MAZOWIECKIE;08-140;025;;;;;;     0 ;     0 
BELIN;MAZOWIECKIE;09-120;023;;;;;;     0 ;     0 
BELNO;MAZOWIECKIE;09-513;024;;;;;;     0 ;     0 
BELSK DUØY;MAZOWIECKIE;05-622;048;;;;;;     0 ;     0 
BELSK DUØY;MAZOWIECKIE;05-622;048;;;;;;     0 ;     0 
BELSK DUØY K GR”JCA;MAZOWIECKIE;05-622;048;;;;;;     0 ;     0 
BELSK MA£Y;MAZOWIECKIE;05-622;048;;;;;;     0 ;     0 
BE£CZ•CZKA;MAZOWIECKIE;26-610;048;;;;;;     0 ;     0 
BE£EK;MAZOWIECKIE;05-645;048;;;;;;     0 ;     0 
BE£KOWO;MAZOWIECKIE;09-210;024;;;;;;     0 ;     0 
BENDORZYN;MAZOWIECKIE;09-215;024;;;;;;     0 ;     0 
BENENARD;MAZOWIECKIE;96-300;042;;;;;;     0 ;     0 
BENIAMIN”W;MAZOWIECKIE;05-127;022;;;;;;     0 ;     0 
BENKOWO;MAZOWIECKIE;06-456;023;;;;;;     0 ;     0 
BERDZIEØA;MAZOWIECKIE;26-908;048;;;;;;     0 ;     0 
BEREDY;MAZOWIECKIE;07-150;025;;;;;;     0 ;     0 
BERENTOWICZ D•BR”WKA;MAZOWIECKIE;08-442;025;;;;;;     0 ;     0 
BERN”W;MAZOWIECKIE;26-416;048;;;;;;     0 ;     0 
BESTWINY;MAZOWIECKIE;05-332;025;;;;;;     0 ;     0 
BESZYNO;MAZOWIECKIE;09-153;023;;;;;;     0 ;     0 
BETYCHER”W;MAZOWIECKIE;05-506;022;;;;;;     0 ;     0 
BEèNIK;MAZOWIECKIE;26-413;048;;;;;;     0 ;     0 
B BNOWO;MAZOWIECKIE;06-540;023;;;;;;     0 ;     0 
B BNOWO TEKLIN;MAZOWIECKIE;06-540;023;;;;;;     0 ;     0 
B BN”W;MAZOWIECKIE;26-407;048;;;;;;     0 ;     0 
B BN”WKO;MAZOWIECKIE;06-540;023;;;;;;     0 ;     0 
B CHY;MAZOWIECKIE;09-210;024;;;;;;     0 ;     0 
B DZELIN;MAZOWIECKIE;97-140;046;;;;;;     0 ;     0 
B DZIEMIN;MAZOWIECKIE;09-316;023;;;;;;     0 ;     0 
BIADASZK”W;MAZOWIECKIE;26-502;048;;;;;;     0 ;     0 
BIALOBRZEGI;MAZOWIECKIE;27-312;048;;;;;;     0 ;     0 
BIA£A;MAZOWIECKIE;09-411;024;;;;;;     0 ;     0 
BIA£A K P£OCKA;MAZOWIECKIE;09-411;024;;;;;;     0 ;     0 
BIA£A NOWA;MAZOWIECKIE;09-411;024;;;;;;     0 ;     0 
BIA£A STARA;MAZOWIECKIE;09-411;024;;;;;;     0 ;     0 
BIA£A STRAØ;MAZOWIECKIE;26-907;048;;;;;;     0 ;     0 
BIA£ASY;MAZOWIECKIE;09-200;024;;;;;;     0 ;     0 
BIA£ASY ØOCHOWO;MAZOWIECKIE;09-200;024;;;;;;     0 ;     0 
BIA£E;MAZOWIECKIE;09-504;024;;;;;;     0 ;     0 
BIA£E B£OTA;MAZOWIECKIE;07-308;029;;;;;;     0 ;     0 
BIA£E B£OTO;MAZOWIECKIE;06-120;023;;;;;;     0 ;     0 
BIA£E B£OTO;MAZOWIECKIE;09-200;024;;;;;;     0 ;     0 
BIA£E CHOROSZE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BIA£E FIGLE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BIA£E GOSKI;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BIA£E KWACZO£Y;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BIA£E MISZTALE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BIA£E PAPIERZE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BIA£E SZCZEPANOWICE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BIA£E ZIEJE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BIA£EB£OTO KOBYLA;MAZOWIECKIE;07-308;029;;;;;;     0 ;     0 
BIA£EB£OTO KURZA;MAZOWIECKIE;07-308;029;;;;;;     0 ;     0 
BIA£EB£OTO åRODKOWA;MAZOWIECKIE;07-308;029;;;;;;     0 ;     0 
BIA£KA;MAZOWIECKIE;09-550;024;;;;;;     0 ;     0 
BIA£KI;MAZOWIECKIE;08-100;025;;;;;;     0 ;     0 
BIA£KI;MAZOWIECKIE;07-150;025;;;;;;     0 ;     0 
BIA£KOWO;MAZOWIECKIE;09-442;024;;;;;;     0 ;     0 
BIA£OBIEL;MAZOWIECKIE;07-400;029;;;;;;     0 ;     0 
BIA£OBRZEG;MAZOWIECKIE;07-443;029;;;;;;     0 ;     0 
BIA£OBRZEG BLIØSZY;MAZOWIECKIE;07-415;029;;;;;;     0 ;     0 
BIA£OBRZEG DALSZY;MAZOWIECKIE;07-415;029;;;;;;     0 ;     0 
BIA£OBRZEGI;MAZOWIECKIE;26-800;048;;;;;;     0 ;     0 
BIA£OBRZEGI;MAZOWIECKIE;05-127;022;;;;;;     0 ;     0 
BIA£OBRZEGI;MAZOWIECKIE;08-334;025;;;;;;     0 ;     0 
BIA£OBRZEGI K ZEGRZA;MAZOWIECKIE;05-127;022;;;;;;     0 ;     0 
BIA£OBRZEGI N BUGIEM;MAZOWIECKIE;08-334;025;;;;;;     0 ;     0 
BIA£OBRZEGI RADOMSKIE;MAZOWIECKIE;26-800;048;;;;;;     0 ;     0 
BIA£OBRZOGI;MAZOWIECKIE;09-471;024;;;;;;     0 ;     0 
BIA£OCIN;MAZOWIECKIE;96-521;046;;;;;;     0 ;     0 
BIA£OSK”RY;MAZOWIECKIE;09-211;024;;;;;;     0 ;     0 
BIA£OTARSK;MAZOWIECKIE;09-514;024;;;;;;     0 ;     0 
BIA£OWIEØA;MAZOWIECKIE;08-480;025;;;;;;     0 ;     0 
BIA£OWIEØA;MAZOWIECKIE;06-100;023;;;;;;     0 ;     0 
BIA£UåNY LASEK;MAZOWIECKIE;07-430;029;;;;;;     0 ;     0 
BIA£UTY;MAZOWIECKIE;09-212;024;;;;;;     0 ;     0 
BIA£UTY;MAZOWIECKIE;05-084;022;;;;;;     0 ;     0 
BIA£Y;MAZOWIECKIE;09-304;023;;;;;;     0 ;     0 
BIA£Y £UG;MAZOWIECKIE;26-907;048;;;;;;     0 ;     0 
BIA£YSZEWO;MAZOWIECKIE;09-211;024;;;;;;     0 ;     0 
BIBIJAMPOL;MAZOWIECKIE;96-512;046;;;;;;     0 ;     0 
BIEDRZYCE FALKI;MAZOWIECKIE;06-213;023;;;;;;     0 ;     0 
BIEDRZYCE KLIMKI;MAZOWIECKIE;06-213;023;;;;;;     0 ;     0 
BIEDRZYCE KOZIEG£OWY;MAZOWIECKIE;06-216;023;;;;;;     0 ;     0 
BIEDRZYCE STARA WIEå;MAZOWIECKIE;06-213;023;;;;;;     0 ;     0 
BIEGANOW;MAZOWIECKIE;96-300;042;;;;;;     0 ;     0 
BIEIANY W•SY;MAZOWIECKIE;08-311;025;;;;;;     0 ;     0 
BIEJKOWSKA WOLA;MAZOWIECKIE;26-803;048;;;;;;     0 ;     0 
BIEJK”W;MAZOWIECKIE;26-803;048;;;;;;     0 ;     0 
BIEL;MAZOWIECKIE;07-300;029;;;;;;     0 ;     0 
BIEL;MAZOWIECKIE;08-141;025;;;;;;     0 ;     0 
BIELANY;MAZOWIECKIE;06-120;023;;;;;;     0 ;     0 
BIELANY;MAZOWIECKIE;09-138;023;;;;;;     0 ;     0 
BIELANY;MAZOWIECKIE;96-320;042;;;;;;     0 ;     0 
BIELANY;MAZOWIECKIE;05-620;048;;;;;;     0 ;     0 
BIELANY;MAZOWIECKIE;08-311;025;;;;;;     0 ;     0 
BIELANY;MAZOWIECKIE;27-323;048;;;;;;     0 ;     0 
BIELANY JAROS£AWY;MAZOWIECKIE;08-311;025;;;;;;     0 ;     0 
BIELANY JAROS£AWY DWORSKIE;MAZOWIECKIE;08-311;025;;;;;;     0 ;     0 
BIELANY ØY£AKI;MAZOWIECKIE;08-311;025;;;;;;     0 ;     0 
BIELAWA;MAZOWIECKIE;05-510;022;;;;;;     0 ;     0 
BIELAWY;MAZOWIECKIE;06-455;023;;;;;;     0 ;     0 
BIELAWY;MAZOWIECKIE;09-504;024;;;;;;     0 ;     0 
BIELAWY;MAZOWIECKIE;09-500;024;;;;;;     0 ;     0 
BIELAWY;MAZOWIECKIE;06-550;023;;;;;;     0 ;     0 
BIELE;MAZOWIECKIE;09-110;023;;;;;;     0 ;     0 
BIELE;MAZOWIECKIE;09-227;024;;;;;;     0 ;     0 
BIELIN;MAZOWIECKIE;06-400;023;;;;;;     0 ;     0 
BIELINA;MAZOWIECKIE;97-170;046;;;;;;     0 ;     0 
BIELINO;MAZOWIECKIE;07-207;029;;;;;;     0 ;     0 
BIELINO;MAZOWIECKIE;09-400;024;;;;;;     0 ;     0 
BIELINY;MAZOWIECKIE;05-085;022;;;;;;     0 ;     0 
BIELINY;MAZOWIECKIE;05-645;048;;;;;;     0 ;     0 
BIELINY;MAZOWIECKIE;26-673;048;;;;;;     0 ;     0 
BIELINY;MAZOWIECKIE;09-535;024;;;;;;     0 ;     0 
BIELINY;MAZOWIECKIE;26-434;048;;;;;;     0 ;     0 
BIELINY;MAZOWIECKIE;05-089;022;;;;;;     0 ;     0 
BIELNE;MAZOWIECKIE;09-120;023;;;;;;     0 ;     0 
BIELSK;MAZOWIECKIE;09-230;024;;;;;;     0 ;     0 
BIENI•DZICE;MAZOWIECKIE;26-625;048;;;;;;     0 ;     0 
BIENIEW;MAZOWIECKIE;09-535;024;;;;;;     0 ;     0 
BIENIEW GRANICA;MAZOWIECKIE;09-535;024;;;;;;     0 ;     0 
BIENIEWICE;MAZOWIECKIE;96-321;042;;;;;;     0 ;     0 
BIENIEWICE;MAZOWIECKIE;05-870;022;;;;;;     0 ;     0 
BIENIEWO;MAZOWIECKIE;05-870;022;;;;;;     0 ;     0 
BIE—KI;MAZOWIECKIE;06-551;023;;;;;;     0 ;     0 
BIE—KI BUCICE;MAZOWIECKIE;06-430;023;;;;;;     0 ;     0 
BIE—KI KARKUTY;MAZOWIECKIE;06-430;023;;;;;;     0 ;     0 
BIE—KI SKRZEKOTY;MAZOWIECKIE;06-430;023;;;;;;     0 ;     0 
BIE—KI åMIETANKI;MAZOWIECKIE;06-430;023;;;;;;     0 ;     0 
BIE—K”WKA;MAZOWIECKIE;07-150;025;;;;;;     0 ;     0 
BIERDZIEØ;MAZOWIECKIE;26-908;048;;;;;;     0 ;     0 
BIERNATY;MAZOWIECKIE;06-212;023;;;;;;     0 ;     0 
BIERNATY STARE;MAZOWIECKIE;08-200;057;;;;;;     0 ;     0 
BIERNATY åREDNIE;MAZOWIECKIE;08-200;057;;;;;;     0 ;     0 
BIERWCE;MAZOWIECKIE;26-621;048;;;;;;     0 ;     0 
BIERWCE PODUCHOWNE;MAZOWIECKIE;26-621;048;;;;;;     0 ;     0 
BIERWIECKA WOLA;MAZOWIECKIE;26-621;048;;;;;;     0 ;     0 
BIERZ”W;MAZOWIECKIE;09-500;024;;;;;;     0 ;     0 
BIESZK”W;MAZOWIECKIE;26-502;048;;;;;;     0 ;     0 
BIESZK”W DOLNY;MAZOWIECKIE;26-502;048;;;;;;     0 ;     0 
BIESZK”W G”RNY;MAZOWIECKIE;26-502;048;;;;;;     0 ;     0 
BIEØANY;MAZOWIECKIE;06-540;023;;;;;;     0 ;     0 
BIEØU—;MAZOWIECKIE;09-320;023;;;;;;     0 ;     0 
BIK”WEK;MAZOWIECKIE;05-600;048;;;;;;     0 ;     0 
BINDUGA;MAZOWIECKIE;06-333;023;;;;;;     0 ;     0 
BINDUGA;MAZOWIECKIE;08-220;057;;;;;;     0 ;     0 
BINDUØKA;MAZOWIECKIE;06-225;023;;;;;;     0 ;     0 
BITKOWICE;MAZOWIECKIE;09-445;024;;;;;;     0 ;     0 
BLEDZEWKO;MAZOWIECKIE;09-200;024;;;;;;     0 ;     0 
BLEDZEWO;MAZOWIECKIE;09-200;024;;;;;;     0 ;     0 
BLICHOWO;MAZOWIECKIE;09-452;024;;;;;;     0 ;     0 
BLINNO;MAZOWIECKIE;09-216;024;;;;;;     0 ;     0 
BLIZNE JASI—SKIEGO;MAZOWIECKIE;05-082;022;;;;;;     0 ;     0 
BLIZNE £ASZCZY—SKIEGO;MAZOWIECKIE;05-082;022;;;;;;     0 ;     0 
BLIZNO;MAZOWIECKIE;09-227;024;;;;;;     0 ;     0 
BLOCHY;MAZOWIECKIE;07-210;029;;;;;;     0 ;     0 
B£AZINY;MAZOWIECKIE;27-100;048;;;;;;     0 ;     0 
B£ESZNO;MAZOWIECKIE;26-811;048;;;;;;     0 ;     0 
B£ DNICA;MAZOWIECKIE;07-320;029;;;;;;     0 ;     0 
B£ DOSTOWO;MAZOWIECKIE;06-130;023;;;;;;     0 ;     0 
B£ DOSTOWO;MAZOWIECKIE;06-141;023;;;;;;     0 ;     0 
B£ DOWICE;MAZOWIECKIE;08-451;025;;;;;;     0 ;     0 
B£ DOWO;MAZOWIECKIE;05-180;022;;;;;;     0 ;     0 
B£ DOWO;MAZOWIECKIE;06-327;023;;;;;;     0 ;     0 
B£ DOWSKA WOLA;MAZOWIECKIE;06-327;023;;;;;;     0 ;     0 
B£ D”W;MAZOWIECKIE;05-620;048;;;;;;     0 ;     0 
B£ D”W NOWY;MAZOWIECKIE;05-620;048;;;;;;     0 ;     0 
B£ D”W PODUCHOWNY;MAZOWIECKIE;05-620;048;;;;;;     0 ;     0 
B£ D”W STANIS£AW”W;MAZOWIECKIE;26-680;048;;;;;;     0 ;     0 
B£ D”WEK;MAZOWIECKIE;05-620;048;;;;;;     0 ;     0 
B£ D”WKO;MAZOWIECKIE;05-180;022;;;;;;     0 ;     0 
B£OGOS£AW;MAZOWIECKIE;05-621;048;;;;;;     0 ;     0 
B£OGOS£AWIE;MAZOWIECKIE;05-180;022;;;;;;     0 ;     0 
B£OGOSZCZ;MAZOWIECKIE;08-141;025;;;;;;     0 ;     0 
B£OMINO GULE;MAZOWIECKIE;09-164;023;;;;;;     0 ;     0 
B£OMINO GUMOWSKIE;MAZOWIECKIE;09-164;023;;;;;;     0 ;     0 
B£OMINO JEØE;MAZOWIECKIE;09-164;023;;;;;;     0 ;     0 
B£ONIE;MAZOWIECKIE;26-624;048;;;;;;     0 ;     0 
B£ONIE;MAZOWIECKIE;05-650;048;;;;;;     0 ;     0 
B£ONIE;MAZOWIECKIE;05-870;022;;;;;;     0 ;     0 
B£ONIE DUØE;MAZOWIECKIE;08-311;025;;;;;;     0 ;     0 
B£ONIE MA£E;MAZOWIECKIE;08-311;025;;;;;;     0 ;     0 
B£OTKI;MAZOWIECKIE;26-912;048;;;;;;     0 ;     0 
B£OTKO;MAZOWIECKIE;07-102;025;;;;;;     0 ;     0 
BOBINO GRZYBKI;MAZOWIECKIE;06-210;023;;;;;;     0 ;     0 
BOBINO WIELKIE;MAZOWIECKIE;06-210;023;;;;;;     0 ;     0 
BOBKI;MAZOWIECKIE;26-930;048;;;;;;     0 ;     0 
BOBREK;MAZOWIECKIE;26-804;048;;;;;;     0 ;     0 
BOBROWCE;MAZOWIECKIE;96-323;042;;;;;;     0 ;     0 
BOBROWIEC;MAZOWIECKIE;05-500;022;;;;;;     0 ;     0 
BOBROWNIKI;MAZOWIECKIE;26-904;048;;;;;;     0 ;     0 
BODZAN”W K P£OCKA;MAZOWIECKIE;09-470;024;;;;;;     0 ;     0 
BODZEW;MAZOWIECKIE;05-622;048;;;;;;     0 ;     0 
BOGATE;MAZOWIECKIE;06-311;023;;;;;;     0 ;     0 
BOGATKI;MAZOWIECKIE;05-503;022;;;;;;     0 ;     0 
BOGDALEC;MAZOWIECKIE;06-408;023;;;;;;     0 ;     0 
BOGDANIEC;MAZOWIECKIE;96-512;046;;;;;;     0 ;     0 
BOGDANY MA£E;MAZOWIECKIE;06-316;023;;;;;;     0 ;     0 
BOGDANY WIELKIE;MAZOWIECKIE;06-316;023;;;;;;     0 ;     0 
BOGLEWICE;MAZOWIECKIE;05-605;048;;;;;;     0 ;     0 
BOGLEWSKA WOLA;MAZOWIECKIE;05-605;048;;;;;;     0 ;     0 
BOGUCHWA£A;MAZOWIECKIE;09-228;024;;;;;;     0 ;     0 
BOGUCIN;MAZOWIECKIE;06-406;023;;;;;;     0 ;     0 
BOGUCIN;MAZOWIECKIE;26-930;048;;;;;;     0 ;     0 
BOGUCIN;MAZOWIECKIE;09-166;023;;;;;;     0 ;     0 
BOGUMI£E;MAZOWIECKIE;96-514;046;;;;;;     0 ;     0 
BOGURZYN;MAZOWIECKIE;06-541;023;;;;;;     0 ;     0 
BOGURZYNEK;MAZOWIECKIE;06-541;023;;;;;;     0 ;     0 
BOGUSK”W NOWY;MAZOWIECKIE;05-660;048;;;;;;     0 ;     0 
BOGUS£AWICE;MAZOWIECKIE;26-640;048;;;;;;     0 ;     0 
BOGUSZEWIEC;MAZOWIECKIE;09-317;023;;;;;;     0 ;     0 
BOGUSZK”W;MAZOWIECKIE;26-914;048;;;;;;     0 ;     0 
BOGUSZOWKA;MAZOWIECKIE;08-503;025;;;;;;     0 ;     0 
BOGUSZ”WKA;MAZOWIECKIE;26-920;048;;;;;;     0 ;     0 
BOGUSZYN;MAZOWIECKIE;09-445;024;;;;;;     0 ;     0 
BOGUSZYN NOWY;MAZOWIECKIE;09-445;024;;;;;;     0 ;     0 
BOGUTY;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BOGUTY AUGUSTYNY;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BOGUTY CHR”åCIELE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BOGUTY LEåNE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BOGUTY MILCZKI;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BOGUTY PIANKI;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BOGUTY RUBIESZE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BOGUTY ST•GIEWKI;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BOGUTY WIELKIE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BOGUTY ØURAWIE;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
BOHY;MAZOWIECKIE;08-307;025;;;;;;     0 ;     0 
BOISKA;MAZOWIECKIE;27-320;048;;;;;;     0 ;     0 
BOJANOWO;MAZOWIECKIE;06-540;023;;;;;;     0 ;     0 
BOJANY;MAZOWIECKIE;07-306;029;;;;;;     0 ;     0 
BOJMIE;MAZOWIECKIE;08-122;025;;;;;;     0 ;     0 
BOLES£AW”W;MAZOWIECKIE;09-500;024;;;;;;     0 ;     0 
BOLESTY;MAZOWIECKIE;08-200;057;;;;;;     0 ;     0 
BOLESTY;MAZOWIECKIE;06-422;023;;;;;;     0 ;     0 
BOLEWO;MAZOWIECKIE;06-560;023;;;;;;     0 ;     0 
BOL CIN;MAZOWIECKIE;09-121;023;;;;;;     0 ;     0 
BOL CIN;MAZOWIECKIE;26-422;048;;;;;;     0 ;     0 
BO£•KI;MAZOWIECKIE;06-516;023;;;;;;     0 ;     0 
BONIN;MAZOWIECKIE;08-221;057;;;;;;     0 ;     0 
BONIS£AW;MAZOWIECKIE;06-513;023;;;;;;     0 ;     0 
BONIS£AW;MAZOWIECKIE;09-212;024;;;;;;     0 ;     0 
BO—CZA;MAZOWIECKIE;05-663;048;;;;;;     0 ;     0 
BO—KOWO KOåCIELNE;MAZOWIECKIE;06-542;023;;;;;;     0 ;     0 
BO—KOWO PODLEåNE;MAZOWIECKIE;06-542;023;;;;;;     0 ;     0 
BORAWE;MAZOWIECKIE;07-411;029;;;;;;     0 ;     0 
BOREK;MAZOWIECKIE;26-931;048;;;;;;     0 ;     0 
BOREK;MAZOWIECKIE;05-500;022;;;;;;     0 ;     0 
BOREK;MAZOWIECKIE;05-304;025;;;;;;     0 ;     0 
BOREK;MAZOWIECKIE;09-514;024;;;;;;     0 ;     0 
BOREK;MAZOWIECKIE;07-407;029;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;05-083;022;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;05-300;025;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;07-443;029;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;05-621;048;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;96-512;046;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;08-503;025;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;08-116;025;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;08-125;025;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;05-255;022;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;07-160;025;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;26-511;048;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;09-522;024;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;05-604;048;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;05-156;022;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;05-317;025;;;;;;     0 ;     0 
BORKI;MAZOWIECKIE;26-706;048;;;;;;     0 ;     0 
BORKI KOSIORKI;MAZOWIECKIE;08-112;025;;;;;;     0 ;     0 
BORKI KOSY;MAZOWIECKIE;08-112;025;;;;;;     0 ;     0 
BORKI PADUCHY;MAZOWIECKIE;08-112;025;;;;;;     0 ;     0 
BORKI SO£DY;MAZOWIECKIE;08-112;025;;;;;;     0 ;     0 
BORKI WYRKI;MAZOWIECKIE;08-106;025;;;;;;     0 ;     0 
BORKOWICE;MAZOWIECKIE;26-422;048;;;;;;     0 ;     0 
BORKOWICE;MAZOWIECKIE;26-422;048;;;;;;     0 ;     0 
BORKOWICE K KO—SKICH;MAZOWIECKIE;26-422;048;;;;;;     0 ;     0 
BORKOWO;MAZOWIECKIE;06-412;023;;;;;;     0 ;     0 
BORKOWO;MAZOWIECKIE;09-132;023;;;;;;     0 ;     0 
BORKOWO BOKSY;MAZOWIECKIE;06-412;023;;;;;;     0 ;     0 
BORKOWO KOåCIELNE;MAZOWIECKIE;09-200;024;;;;;;     0 ;     0 
BORKOWO WIELKIE;MAZOWIECKIE;09-200;024;;;;;;     0 ;     0 
BORK”W;MAZOWIECKIE;05-340;025;;;;;;     0 ;     0 
BOROSZK”W;MAZOWIECKIE;08-114;025;;;;;;     0 ;     0 
BOROWA;MAZOWIECKIE;97-120;046;;;;;;     0 ;     0 
BOROWA;MAZOWIECKIE;05-307;025;;;;;;     0 ;     0 
BOROWA G”RA;MAZOWIECKIE;05-140;022;;;;;;     0 ;     0 
BOROWA WOLA;MAZOWIECKIE;26-415;048;;;;;;     0 ;     0 
BOROWCE;MAZOWIECKIE;07-214;029;;;;;;     0 ;     0 
BOROWCE;MAZOWIECKIE;07-405;029;;;;;;     0 ;     0 
BOROWE;MAZOWIECKIE;26-813;048;;;;;;     0 ;     0 
BOROWE;MAZOWIECKIE;07-319;029;;;;;;     0 ;     0 
BOROWE;MAZOWIECKIE;05-660;048;;;;;;     0 ;     0 
BOROWE;MAZOWIECKIE;06-544;023;;;;;;     0 ;     0 
BOROWE CHRZANY;MAZOWIECKIE;06-316;023;;;;;;     0 ;     0 
BOROWE GRYKI;MAZOWIECKIE;06-316;023;;;;;;     0 ;     0 
BOROWIE;MAZOWIECKIE;08-412;025;;;;;;     0 ;     0 
BOROWIE K GARWOLINA;MAZOWIECKIE;08-412;025;;;;;;     0 ;     0 
BOROWO;MAZOWIECKIE;09-204;024;;;;;;     0 ;     0 
BOROWO;MAZOWIECKIE;09-210;024;;;;;;     0 ;     0 
BOR”WEK;MAZOWIECKIE;05-333;025;;;;;;     0 ;     0 
BOR”WEK;MAZOWIECKIE;05-331;025;;;;;;     0 ;     0 
BOR”WEK;MAZOWIECKIE;05-660;048;;;;;;     0 ;     0 
BORSUKI;MAZOWIECKIE;08-221;057;;;;;;     0 ;     0 
BORSUKI NOWE;MAZOWIECKIE;07-217;029;;;;;;     0 ;     0 
BORSUKI STARE;MAZOWIECKIE;07-217;029;;;;;;     0 ;     0 
BORUCICHA;MAZOWIECKIE;08-456;025;;;;;;     0 ;     0 
BORUCZA;MAZOWIECKIE;07-150;025;;;;;;     0 ;     0 
BORUTY;MAZOWIECKIE;06-225;023;;;;;;     0 ;     0 
BORUTY;MAZOWIECKIE;05-622;048;;;;;;     0 ;     0 
BORUTY;MAZOWIECKIE;06-213;023;;;;;;     0 ;     0 
BORYCH”W;MAZOWIECKIE;08-307;025;;;;;;     0 ;     0 
BORYSZEW;MAZOWIECKIE;05-462;022;;;;;;     0 ;     0 
BORYSZEWO NOWE;MAZOWIECKIE;09-442;024;;;;;;     0 ;     0 
BORYSZEWO STARE;MAZOWIECKIE;09-442;024;;;;;;     0 ;     0 
