MIASTO;Region;KOD POCZTOWY;NR_KIER;ULICA;PARZYSTE_OD;PARZYSTE_DO;NIEPARZYSTE_OD;NIEPARZYSTE_DO;POD;NOD
CIERPICE;DOLNOåL•SKIE;57-217;074;;;;;;     0 ;     0 
CIESZKOWICE;DOLNOåL•SKIE;56-210;065;;;;;;     0 ;     0 
CIESZK”W;DOLNOåL•SKIE;56-330;071;;;;;;     0 ;     0 
CIESZ”W;DOLNOåL•SKIE;58-160;074;;;;;;     0 ;     0 
CIESZYCE;DOLNOåL•SKIE;55-040;071;;;;;;     0 ;     0 
CIESZYNY;DOLNOåL•SKIE;56-209;065;;;;;;     0 ;     0 
CIEåLE;DOLNOåL•SKIE;56-403;071;;;;;;     0 ;     0 
CZADR”W;DOLNOåL•SKIE;58-400;075;;;;;;     0 ;     0 
CZAPLE;DOLNOåL•SKIE;59-525;076;;;;;;     0 ;     0 
CZARNE;DOLNOåL•SKIE;58-500;075;;;;;;     0 ;     0 
CZARNK”W;DOLNOåL•SKIE;59-241;076;;;;;;     0 ;     0 
CZARNOGOØDZICE;DOLNOåL•SKIE;56-300;071;;;;;;     0 ;     0 
CZARNY B”R;DOLNOåL•SKIE;58-379;074;;;;;;     0 ;     0 
CZATKOWICE;DOLNOåL•SKIE;56-322;071;;;;;;     0 ;     0 
CZECHY;DOLNOåL•SKIE;58-115;074;;;;;;     0 ;     0 
CZELADØ WIELKA;DOLNOåL•SKIE;56-210;065;;;;;;     0 ;     0 
CZERMNA;DOLNOåL•SKIE;57-350;074;;;;;;     0 ;     0 
CZERNA;DOLNOåL•SKIE;59-731;075;;;;;;     0 ;     0 
CZERNIAWA ZDR”J;DOLNOåL•SKIE;59-850;075;;;;;;     0 ;     0 
CZERNICA;DOLNOåL•SKIE;55-003;071;;;;;;     0 ;     0 
CZERNICA;DOLNOåL•SKIE;55-003;071;;;;;;     0 ;     0 
CZERNICA;DOLNOåL•SKIE;58-518;075;;;;;;     0 ;     0 
CZERNICA K JELENIEJ G”RY;DOLNOåL•SKIE;58-518;075;;;;;;     0 ;     0 
CZERNICA K WROC£AWIA;DOLNOåL•SKIE;55-003;071;;;;;;     0 ;     0 
CZERNIEC;DOLNOåL•SKIE;59-322;076;;;;;;     0 ;     0 
CZERNIKOWICE;DOLNOåL•SKIE;59-226;076;;;;;;     0 ;     0 
CZERNINA;DOLNOåL•SKIE;56-205;065;;;;;;     0 ;     0 
CZERNINA DOLNA;DOLNOåL•SKIE;56-205;065;;;;;;     0 ;     0 
CZERNINA G”RNA;DOLNOåL•SKIE;56-205;065;;;;;;     0 ;     0 
CZER—CZYCE;DOLNOåL•SKIE;55-080;071;;;;;;     0 ;     0 
CZER—CZYCE;DOLNOåL•SKIE;57-221;074;;;;;;     0 ;     0 
CZERWIENIEC;DOLNOåL•SKIE;57-151;071;;;;;;     0 ;     0 
CZERWIE—CZYCE;DOLNOåL•SKIE;57-400;074;;;;;;     0 ;     0 
CZERWONA WODA;DOLNOåL•SKIE;59-942;075;;;;;;     0 ;     0 
CZERWONY KOåCI”£;DOLNOåL•SKIE;59-223;076;;;;;;     0 ;     0 
CZES£AWICE;DOLNOåL•SKIE;57-210;074;;;;;;     0 ;     0 
CZESZ”W;DOLNOåL•SKIE;55-105;071;;;;;;     0 ;     0 
CZESZ”W K TRZEBNICY;DOLNOåL•SKIE;55-105;071;;;;;;     0 ;     0 
CZ STOCICE;DOLNOåL•SKIE;57-120;071;;;;;;     0 ;     0 
CZ SZYCE;DOLNOåL•SKIE;57-100;071;;;;;;     0 ;     0 
DALBOROWICE;DOLNOåL•SKIE;56-504;071;;;;;;     0 ;     0 
DALK”W;DOLNOåL•SKIE;59-180;075;;;;;;     0 ;     0 
DAMIANOWO;DOLNOåL•SKIE;59-259;076;;;;;;     0 ;     0 
DANIELOWICE;DOLNOåL•SKIE;55-216;071;;;;;;     0 ;     0 
DANKOWICE;DOLNOåL•SKIE;55-065;071;;;;;;     0 ;     0 
DANKOWICE;DOLNOåL•SKIE;57-140;071;;;;;;     0 ;     0 
DANKOWICE;DOLNOåL•SKIE;67-224;076;;;;;;     0 ;     0 
DA—CZ”W;DOLNOåL•SKIE;57-343;074;;;;;;     0 ;     0 
DASZ”W;DOLNOåL•SKIE;56-209;065;;;;;;     0 ;     0 
D•BIE;DOLNOåL•SKIE;59-221;076;;;;;;     0 ;     0 
D•BROWA;DOLNOåL•SKIE;56-320;071;;;;;;     0 ;     0 
D•BROWA;DOLNOåL•SKIE;56-400;071;;;;;;     0 ;     0 
D•BROWA BOLES£AWIECKA;DOLNOåL•SKIE;59-707;075;;;;;;     0 ;     0 
D•BROWA G”RNA;DOLNOåL•SKIE;59-321;076;;;;;;     0 ;     0 
D•BROWA åRODKOWA;DOLNOåL•SKIE;59-330;076;;;;;;     0 ;     0 
D BICE;DOLNOåL•SKIE;55-320;071;;;;;;     0 ;     0 
D BIEC;DOLNOåL•SKIE;59-330;076;;;;;;     0 ;     0 
D BINA;DOLNOåL•SKIE;55-230;071;;;;;;     0 ;     0 
D BNICA;DOLNOåL•SKIE;55-110;071;;;;;;     0 ;     0 
D BNIKI;DOLNOåL•SKIE;57-140;071;;;;;;     0 ;     0 
D BNO;DOLNOåL•SKIE;55-058;071;;;;;;     0 ;     0 
D BNO;DOLNOåL•SKIE;56-103;071;;;;;;     0 ;     0 
D BOWA G”RA;DOLNOåL•SKIE;58-211;074;;;;;;     0 ;     0 
D BOWIEC;DOLNOåL•SKIE;57-220;074;;;;;;     0 ;     0 
D BOWINA;DOLNOåL•SKIE;57-256;074;;;;;;     0 ;     0 
D BOWY GAJ;DOLNOåL•SKIE;59-612;075;;;;;;     0 ;     0 
D B”WKA;DOLNOåL•SKIE;57-432;074;;;;;;     0 ;     0 
D£UGOK•TY;DOLNOåL•SKIE;59-723;075;;;;;;     0 ;     0 
D£UGO£ KA;DOLNOåL•SKIE;55-090;071;;;;;;     0 ;     0 
D£UGOPOLE DOLNE;DOLNOåL•SKIE;57-520;074;;;;;;     0 ;     0 
D£UGOPOLE G”RNE;DOLNOåL•SKIE;57-520;074;;;;;;     0 ;     0 
D£UGOPOLE ZDR”J;DOLNOåL•SKIE;57-520;074;;;;;;     0 ;     0 
D£UØEC;DOLNOåL•SKIE;59-612;075;;;;;;     0 ;     0 
D£UØYCE;DOLNOåL•SKIE;59-330;076;;;;;;     0 ;     0 
D£UØYNA DOLNA;DOLNOåL•SKIE;59-911;075;;;;;;     0 ;     0 
D£UØYNA G”RNA;DOLNOåL•SKIE;59-911;075;;;;;;     0 ;     0 
DOBKOWICE;DOLNOåL•SKIE;55-041;071;;;;;;     0 ;     0 
DOBK”W;DOLNOåL•SKIE;58-526;075;;;;;;     0 ;     0 
DOBOSZOWICE;DOLNOåL•SKIE;57-241;074;;;;;;     0 ;     0 
DOBRA;DOLNOåL•SKIE;56-425;071;;;;;;     0 ;     0 
DOBRA;DOLNOåL•SKIE;59-700;075;;;;;;     0 ;     0 
DOBROCIN;DOLNOåL•SKIE;58-200;074;;;;;;     0 ;     0 
DOBROGOSZCZ;DOLNOåL•SKIE;57-100;071;;;;;;     0 ;     0 
DOBROMIERZ;DOLNOåL•SKIE;58-170;074;;;;;;     0 ;     0 
DOBROMYåL;DOLNOåL•SKIE;58-400;075;;;;;;     0 ;     0 
DOBROS£AWICE;DOLNOåL•SKIE;55-115;071;;;;;;     0 ;     0 
DOBROSZ”W;DOLNOåL•SKIE;56-411;071;;;;;;     0 ;     0 
DOBROSZ”W;DOLNOåL•SKIE;57-217;074;;;;;;     0 ;     0 
DOBROSZ”W;DOLNOåL•SKIE;59-225;076;;;;;;     0 ;     0 
DOBROSZYCE K OLEåNICY åL•SKIEJ;DOLNOåL•SKIE;56-410;071;;;;;;     0 ;     0 
DOBRZEJOWICE;DOLNOåL•SKIE;67-232;076;;;;;;     0 ;     0 
DOBRZENICE;DOLNOåL•SKIE;57-211;074;;;;;;     0 ;     0 
DOBRZE—;DOLNOåL•SKIE;56-410;071;;;;;;     0 ;     0 
DOBRZE— K OLEåNICY åL•SKIEJ;DOLNOåL•SKIE;56-425;071;;;;;;     0 ;     0 
DOBRZYKOWICE WROC£AWSKIE;DOLNOåL•SKIE;55-002;071;;;;;;     0 ;     0 
DOBRZYK”W;DOLNOåL•SKIE;59-312;076;;;;;;     0 ;     0 
DOLINA;DOLNOåL•SKIE;57-340;074;;;;;;     0 ;     0 
DOLNIK;DOLNOåL•SKIE;57-530;074;;;;;;     0 ;     0 
DOMANICE;DOLNOåL•SKIE;55-063;071;;;;;;     0 ;     0 
DOMANICE;DOLNOåL•SKIE;56-160;071;;;;;;     0 ;     0 
DOMANICE K åWIDNICY åL•SKIEJ;DOLNOåL•SKIE;55-082;071;;;;;;     0 ;     0 
DOMANIOWICE;DOLNOåL•SKIE;67-232;076;;;;;;     0 ;     0 
DOMANI”W;DOLNOåL•SKIE;55-216;071;;;;;;     0 ;     0 
DOMANOWICE;DOLNOåL•SKIE;55-112;071;;;;;;     0 ;     0 
DOMAN”W;DOLNOåL•SKIE;58-575;075;;;;;;     0 ;     0 
DOMAS£AW;DOLNOåL•SKIE;55-041;071;;;;;;     0 ;     0 
DOMAS£AWICE;DOLNOåL•SKIE;56-417;071;;;;;;     0 ;     0 
DOMASZK”W;DOLNOåL•SKIE;56-104;071;;;;;;     0 ;     0 
DOMASZK”W;DOLNOåL•SKIE;57-522;074;;;;;;     0 ;     0 
DOROTKA;DOLNOåL•SKIE;58-250;074;;;;;;     0 ;     0 
DR•G”W;DOLNOåL•SKIE;56-417;071;;;;;;     0 ;     0 
DROGLOWICE;DOLNOåL•SKIE;67-221;076;;;;;;     0 ;     0 
DROGOMI£OWICE;DOLNOåL•SKIE;59-259;076;;;;;;     0 ;     0 
DROGOS£AW;DOLNOåL•SKIE;57-400;074;;;;;;     0 ;     0 
DROGOSZOWICE;DOLNOåL•SKIE;56-416;071;;;;;;     0 ;     0 
DRO£TOWICE;DOLNOåL•SKIE;56-503;071;;;;;;     0 ;     0 
DROSZK”W;DOLNOåL•SKIE;57-312;074;;;;;;     0 ;     0 
DROZDOWICE WIELKIE;DOLNOåL•SKIE;56-210;065;;;;;;     0 ;     0 
DRZEMLIKOWICE;DOLNOåL•SKIE;55-200;071;;;;;;     0 ;     0 
DUCHOWO;DOLNOåL•SKIE;56-300;071;;;;;;     0 ;     0 
DUNKOWA;DOLNOåL•SKIE;56-306;071;;;;;;     0 ;     0 
DUSZNIKI ZDR”J;DOLNOåL•SKIE;57-340;074;;;;;;     0 ;     0 
DUØA W”LKA;DOLNOåL•SKIE;59-150;075;;;;;;     0 ;     0 
DWOREK;DOLNOåL•SKIE;59-600;075;;;;;;     0 ;     0 
DWORKI;DOLNOåL•SKIE;57-451;074;;;;;;     0 ;     0 
DYNOWICE;DOLNOåL•SKIE;58-524;075;;;;;;     0 ;     0 
DZBAN”W;DOLNOåL•SKIE;57-255;074;;;;;;     0 ;     0 
DZIADKOWO;DOLNOåL•SKIE;56-330;071;;;;;;     0 ;     0 
DZIADOWA K£ODA;DOLNOåL•SKIE;56-504;071;;;;;;     0 ;     0 
DZIAD”W MOST;DOLNOåL•SKIE;56-505;071;;;;;;     0 ;     0 
DZIA£OSZA;DOLNOåL•SKIE;56-500;071;;;;;;     0 ;     0 
DZIA£OSZYN;DOLNOåL•SKIE;59-915;075;;;;;;     0 ;     0 
DZIA£OSZYN K ZGORZELCA;DOLNOåL•SKIE;59-915;075;;;;;;     0 ;     0 
DZIE∆MIAROWICE;DOLNOåL•SKIE;67-300;076;;;;;;     0 ;     0 
DZIE∆MOROWICE;DOLNOåL•SKIE;58-300;074;;;;;;     0 ;     0 
DZIERØKOWA;DOLNOåL•SKIE;57-217;074;;;;;;     0 ;     0 
DZIERØKOWICE;DOLNOåL•SKIE;59-243;076;;;;;;     0 ;     0 
DZIERØK”W;DOLNOåL•SKIE;58-375;074;;;;;;     0 ;     0 
DZIERØONI”W;DOLNOåL•SKIE;58-200;074;;;;;;     0 ;     0 
DZIERØONI”W;DOLNOåL•SKIE;58-201;074;;;;;;     0 ;     0 
DZIERØONI”W;DOLNOåL•SKIE;58-202;074;;;;;;     0 ;     0 
DZIERØONI”W;DOLNOåL•SKIE;58-203;074;;;;;;     0 ;     0 
DZIERØONI”W;DOLNOåL•SKIE;58-204;074;;;;;;     0 ;     0 
DZIERØONI”W;DOLNOåL•SKIE;58-205;074;;;;;;     0 ;     0 
DZIES£AW;DOLNOåL•SKIE;59-342;076;;;;;;     0 ;     0 
DZIES£AWICE;DOLNOåL•SKIE;56-503;071;;;;;;     0 ;     0 
DZIEWIN;DOLNOåL•SKIE;59-330;076;;;;;;     0 ;     0 
DZIKOWA;DOLNOåL•SKIE;58-121;074;;;;;;     0 ;     0 
DZIKOWICE;DOLNOåL•SKIE;67-300;076;;;;;;     0 ;     0 
DZIKOWIEC;DOLNOåL•SKIE;57-432;074;;;;;;     0 ;     0 
DZIKOWIEC K£ODZKI;DOLNOåL•SKIE;57-432;074;;;;;;     0 ;     0 
DZIUPLINA;DOLNOåL•SKIE;55-230;071;;;;;;     0 ;     0 
DZIWISZ”W;DOLNOåL•SKIE;58-513;075;;;;;;     0 ;     0 
GA∆;DOLNOåL•SKIE;55-200;071;;;;;;     0 ;     0 
GAIKI;DOLNOåL•SKIE;67-222;076;;;;;;     0 ;     0 
GAJ O£AWSKI;DOLNOåL•SKIE;55-200;071;;;;;;     0 ;     0 
GAJK”W;DOLNOåL•SKIE;55-002;071;;;;;;     0 ;     0 
GAJNIK;DOLNOåL•SKIE;57-530;074;;;;;;     0 ;     0 
GAJ”W;DOLNOåL•SKIE;57-420;074;;;;;;     0 ;     0 
GAJ”WKA;DOLNOåL•SKIE;58-537;075;;;;;;     0 ;     0 
GALOWICE;DOLNOåL•SKIE;55-020;071;;;;;;     0 ;     0 
GA£”W;DOLNOåL•SKIE;55-023;071;;;;;;     0 ;     0 
GARNCARSKO;DOLNOåL•SKIE;55-050;071;;;;;;     0 ;     0 
GARWOL;DOLNOåL•SKIE;56-100;071;;;;;;     0 ;     0 
GASZOWICE;DOLNOåL•SKIE;56-506;071;;;;;;     0 ;     0 
GASZ”W;DOLNOåL•SKIE;59-605;075;;;;;;     0 ;     0 
GATKA;DOLNOåL•SKIE;55-056;071;;;;;;     0 ;     0 
GAWORZYCE;DOLNOåL•SKIE;59-180;075;;;;;;     0 ;     0 
GAWRONY;DOLNOåL•SKIE;59-341;076;;;;;;     0 ;     0 
G•DKOW;DOLNOåL•SKIE;59-245;076;;;;;;     0 ;     0 
G•DKOWICE;DOLNOåL•SKIE;56-303;071;;;;;;     0 ;     0 
GDYNIA;DOLNOåL•SKIE;51-354;071;JANA Z KOLNA;0;0;25;koniec;     0 ;    25 
G BCZYCE;DOLNOåL•SKIE;57-140;071;;;;;;     0 ;     0 
G BICE;DOLNOåL•SKIE;57-140;071;;;;;;     0 ;     0 
G SICE;DOLNOåL•SKIE;55-217;071;;;;;;     0 ;     0 
G SINIEC;DOLNOåL•SKIE;57-100;071;;;;;;     0 ;     0 
GIEBU£T”W;DOLNOåL•SKIE;59-632;075;;;;;;     0 ;     0 
GIEBU£T”WEK;DOLNOåL•SKIE;59-813;075;;;;;;     0 ;     0 
GIERA£TOWIEC;DOLNOåL•SKIE;59-511;076;;;;;;     0 ;     0 
GIERA£TOWIEC K Z£OTORYI;DOLNOåL•SKIE;59-511;076;;;;;;     0 ;     0 
GIERA£T”W;DOLNOåL•SKIE;59-960;075;;;;;;     0 ;     0 
GIERCZYN;DOLNOåL•SKIE;58-537;075;;;;;;     0 ;     0 
GIL”W;DOLNOåL•SKIE;58-217;074;;;;;;     0 ;     0 
GIL”W;DOLNOåL•SKIE;59-305;076;;;;;;     0 ;     0 
GLINIANY;DOLNOåL•SKIE;56-104;071;;;;;;     0 ;     0 
GLINICA;DOLNOåL•SKIE;55-065;071;;;;;;     0 ;     0 
GLINIK;DOLNOåL•SKIE;58-300;074;;;;;;     0 ;     0 
GLINKA;DOLNOåL•SKIE;56-200;065;;;;;;     0 ;     0 
GLINNO;DOLNOåL•SKIE;58-320;074;;;;;;     0 ;     0 
G£ BOCK;DOLNOåL•SKIE;58-535;075;;;;;;     0 ;     0 
G£ BOKA;DOLNOåL•SKIE;57-223;074;;;;;;     0 ;     0 
G£ BOWICE;DOLNOåL•SKIE;56-102;071;;;;;;     0 ;     0 
G£OBICE;DOLNOåL•SKIE;56-208;065;;;;;;     0 ;     0 
G£OG”W;DOLNOåL•SKIE;67-200;076;;;;;;     0 ;     0 
G£OG”W;DOLNOåL•SKIE;67-201;076;;;;;;     0 ;     0 
G£OG”W;DOLNOåL•SKIE;67-202;076;;;;;;     0 ;     0 
G£OG”W;DOLNOåL•SKIE;67-203;076;;;;;;     0 ;     0 
G£OG”W;DOLNOåL•SKIE;67-204;076;;;;;;     0 ;     0 
G£OG”W;DOLNOåL•SKIE;67-205;076;;;;;;     0 ;     0 
G£OG”W;DOLNOåL•SKIE;67-206;076;;;;;;     0 ;     0 
G£OG”W;DOLNOåL•SKIE;67-210;076;;;;;;     0 ;     0 
G£OG”WKO;DOLNOåL•SKIE;67-211;076;;;;;;     0 ;     0 
G£OSKA;DOLNOåL•SKIE;55-027;071;;;;;;     0 ;     0 
G£OWNIN;DOLNOåL•SKIE;57-160;071;;;;;;     0 ;     0 
G£UCHOWICE;DOLNOåL•SKIE;59-215;076;;;;;;     0 ;     0 
G£UCH”W G”RNY;DOLNOåL•SKIE;55-100;071;;;;;;     0 ;     0 
G£USZYCA;DOLNOåL•SKIE;58-340;074;;;;;;     0 ;     0 
G£USZYCA G”RNA;DOLNOåL•SKIE;58-340;074;;;;;;     0 ;     0 
GNIECHOWICE;DOLNOåL•SKIE;55-042;071;;;;;;     0 ;     0 
GNIEWK”W;DOLNOåL•SKIE;58-172;074;;;;;;     0 ;     0 
GNIEWOMIERZ;DOLNOåL•SKIE;59-241;076;;;;;;     0 ;     0 
GNIEWOMIROWICE;DOLNOåL•SKIE;59-222;076;;;;;;     0 ;     0 
GNIEWOSZ”W;DOLNOåL•SKIE;57-522;074;;;;;;     0 ;     0 
GOCZA£K”W;DOLNOåL•SKIE;58-152;074;;;;;;     0 ;     0 
GOCZA£K”W G”RNY;DOLNOåL•SKIE;58-152;074;;;;;;     0 ;     0 
GODNOWA;DOLNOåL•SKIE;56-300;071;;;;;;     0 ;     0 
GODUSZYN;DOLNOåL•SKIE;58-500;075;;;;;;     0 ;     0 
GODZIESZOWA;DOLNOåL•SKIE;55-108;071;;;;;;     0 ;     0 
GODZIESZ”W;DOLNOåL•SKIE;59-960;075;;;;;;     0 ;     0 
GODZIESZ”WEK;DOLNOåL•SKIE;58-150;074;;;;;;     0 ;     0 
GODZI CIN;DOLNOåL•SKIE;56-120;071;;;;;;     0 ;     0 
GODZIKOWICE;DOLNOåL•SKIE;55-200;071;;;;;;     0 ;     0 
GODZISZOWA;DOLNOåL•SKIE;59-406;076;;;;;;     0 ;     0 
GOGO£OWICE;DOLNOåL•SKIE;56-300;071;;;;;;     0 ;     0 
GOGO£OWICE;DOLNOåL•SKIE;59-323;076;;;;;;     0 ;     0 
GOGO£”W;DOLNOåL•SKIE;58-111;074;;;;;;     0 ;     0 
GOLA;DOLNOåL•SKIE;55-110;071;;;;;;     0 ;     0 
GOLA G”ROWSKA;DOLNOåL•SKIE;56-202;065;;;;;;     0 ;     0 
GOLA åWIDNICKA;DOLNOåL•SKIE;58-123;074;;;;;;     0 ;     0 
GOLA WIELKA;DOLNOåL•SKIE;56-416;071;;;;;;     0 ;     0 
GOLANKA DOLNA;DOLNOåL•SKIE;59-230;076;;;;;;     0 ;     0 
GOLEJ”W;DOLNOåL•SKIE;59-622;075;;;;;;     0 ;     0 
GOLENI”W åL•SKI;DOLNOåL•SKIE;57-230;074;;;;;;     0 ;     0 
GOL DZIN”W;DOLNOåL•SKIE;55-035;071;;;;;;     0 ;     0 
GOLI—SK;DOLNOåL•SKIE;58-350;074;;;;;;     0 ;     0 
GOLISZ”W;DOLNOåL•SKIE;59-225;076;;;;;;     0 ;     0 
GOLNICE;DOLNOåL•SKIE;59-707;075;;;;;;     0 ;     0 
GO£ACZ”W;DOLNOåL•SKIE;57-343;074;;;;;;     0 ;     0 
GO£ACZ”W;DOLNOåL•SKIE;59-225;076;;;;;;     0 ;     0 
GO£ BICE;DOLNOåL•SKIE;56-505;071;;;;;;     0 ;     0 
GO£KOWICE;DOLNOåL•SKIE;67-221;076;;;;;;     0 ;     0 
GO£OCIN;DOLNOåL•SKIE;59-512;076;;;;;;     0 ;     0 
GO£OG£OWY;DOLNOåL•SKIE;57-315;074;;;;;;     0 ;     0 
GO£OSTOWICE;DOLNOåL•SKIE;57-150;071;;;;;;     0 ;     0 
GORZANOWICE BOLK”W;DOLNOåL•SKIE;58-575;075;;;;;;     0 ;     0 
GORZAN”W;DOLNOåL•SKIE;57-521;074;;;;;;     0 ;     0 
GORZELIN;DOLNOåL•SKIE;59-307;076;;;;;;     0 ;     0 
GORZES£AW;DOLNOåL•SKIE;56-404;071;;;;;;     0 ;     0 
GORZUCH”W;DOLNOåL•SKIE;57-441;074;;;;;;     0 ;     0 
GORZYCA;DOLNOåL•SKIE;59-311;076;;;;;;     0 ;     0 
GOS£AWICE K åRODY åL•SKIEJ;DOLNOåL•SKIE;55-331;071;;;;;;     0 ;     0 
GOSTK”W;DOLNOåL•SKIE;58-312;074;;;;;;     0 ;     0 
GOSTY—;DOLNOåL•SKIE;59-180;075;;;;;;     0 ;     0 
GOSZCZ K SYCOWA;DOLNOåL•SKIE;56-417;071;;;;;;     0 ;     0 
GOSZCZYNA;DOLNOåL•SKIE;55-216;071;;;;;;     0 ;     0 
GOSZ”W;DOLNOåL•SKIE;57-550;074;;;;;;     0 ;     0 
GOåCI CICE;DOLNOåL•SKIE;57-122;071;;;;;;     0 ;     0 
GOåCIS£AW;DOLNOåL•SKIE;59-259;076;;;;;;     0 ;     0 
GOåCISZOWICE;DOLNOåL•SKIE;67-312;076;;;;;;     0 ;     0 
GOåCISZ”W;DOLNOåL•SKIE;59-732;075;;;;;;     0 ;     0 
GOWOR”W;DOLNOåL•SKIE;57-530;074;;;;;;     0 ;     0 
GOZDANIN;DOLNOåL•SKIE;59-913;075;;;;;;     0 ;     0 
GOZDNO;DOLNOåL•SKIE;58-524;075;;;;;;     0 ;     0 
G”RA åL•SKA;DOLNOåL•SKIE;56-200;065;;;;;;     0 ;     0 
G”RCZYCA;DOLNOåL•SKIE;59-612;075;;;;;;     0 ;     0 
G”RCZYN;DOLNOåL•SKIE;59-325;076;;;;;;     0 ;     0 
G”RKA;DOLNOåL•SKIE;56-304;071;;;;;;     0 ;     0 
G”RKA SOB”CKA;DOLNOåL•SKIE;57-150;071;;;;;;     0 ;     0 
G”ROWO;DOLNOåL•SKIE;55-039;071;;;;;;     0 ;     0 
G”RY;DOLNOåL•SKIE;56-330;071;;;;;;     0 ;     0 
G”RZEC;DOLNOåL•SKIE;57-100;071;;;;;;     0 ;     0 
G”RZYCE;DOLNOåL•SKIE;55-042;071;;;;;;     0 ;     0 
G”RZYN;DOLNOåL•SKIE;59-340;076;;;;;;     0 ;     0 
GRABARY;DOLNOåL•SKIE;58-500;075;;;;;;     0 ;     0 
GRABISZYCE DOLNE;DOLNOåL•SKIE;59-820;075;;;;;;     0 ;     0 
GRABISZYCE G”RNE;DOLNOåL•SKIE;59-820;075;;;;;;     0 ;     0 
GRABISZYCE åREDNIE;DOLNOåL•SKIE;59-820;075;;;;;;     0 ;     0 
GRABOWNICA;DOLNOåL•SKIE;56-305;071;;;;;;     0 ;     0 
GRABOWNO;DOLNOåL•SKIE;56-211;065;;;;;;     0 ;     0 
GRABOWNO MA£E;DOLNOåL•SKIE;56-413;071;;;;;;     0 ;     0 
GRABOWNO WIELKIE;DOLNOåL•SKIE;56-413;071;;;;;;     0 ;     0 
GRAB”WKA;DOLNOåL•SKIE;56-306;071;;;;;;     0 ;     0 
GRAD”WEK;DOLNOåL•SKIE;59-607;075;;;;;;     0 ;     0 
GRANICA;DOLNOåL•SKIE;58-150;074;;;;;;     0 ;     0 
GRANICZNA;DOLNOåL•SKIE;57-340;074;;;;;;     0 ;     0 
GRANICZNA;DOLNOåL•SKIE;58-150;074;;;;;;     0 ;     0 
GRANOWIEC;DOLNOåL•SKIE;59-244;076;;;;;;     0 ;     0 
GR BOCICE;DOLNOåL•SKIE;59-150;075;;;;;;     0 ;     0 
GR BOSZYCE;DOLNOåL•SKIE;56-415;071;;;;;;     0 ;     0 
GR DZINA;DOLNOåL•SKIE;56-421;071;;;;;;     0 ;     0 
GROBLA;DOLNOåL•SKIE;59-415;076;;;;;;     0 ;     0 
GROBLE;DOLNOåL•SKIE;59-227;076;;;;;;     0 ;     0 
GROBLICE;DOLNOåL•SKIE;55-010;071;;;;;;     0 ;     0 
GROCHOT”W;DOLNOåL•SKIE;58-141;074;;;;;;     0 ;     0 
GROCHOWA;DOLNOåL•SKIE;57-257;074;;;;;;     0 ;     0 
GROCHOWICE;DOLNOåL•SKIE;67-240;076;;;;;;     0 ;     0 
GROCHOWISKA;DOLNOåL•SKIE;57-206;074;;;;;;     0 ;     0 
GRODNICA;DOLNOåL•SKIE;59-830;075;;;;;;     0 ;     0 
GRODZANOWICE;DOLNOåL•SKIE;59-257;076;;;;;;     0 ;     0 
GRODZAN”W;DOLNOåL•SKIE;56-103;071;;;;;;     0 ;     0 
GRODZIEC;DOLNOåL•SKIE;59-525;076;;;;;;     0 ;     0 
GRODZIEC MA£Y;DOLNOåL•SKIE;67-240;076;;;;;;     0 ;     0 
GRODZIESZOWICE;DOLNOåL•SKIE;55-216;071;;;;;;     0 ;     0 
GRODZISZCZE;DOLNOåL•SKIE;58-112;074;;;;;;     0 ;     0 
GRODZISZCZE;DOLNOåL•SKIE;58-262;074;;;;;;     0 ;     0 
GRODZTWO;DOLNOåL•SKIE;58-500;075;;;;;;     0 ;     0 
GROMADKA;DOLNOåL•SKIE;59-706;075;;;;;;     0 ;     0 
GRONOWICE;DOLNOåL•SKIE;56-504;071;;;;;;     0 ;     0 
GRON”W;DOLNOåL•SKIE;59-912;075;;;;;;     0 ;     0 
GR”DEK;DOLNOåL•SKIE;55-039;071;;;;;;     0 ;     0 
GRUDNO;DOLNOåL•SKIE;58-577;075;;;;;;     0 ;     0 
GRUDZA;DOLNOåL•SKIE;58-537;075;;;;;;     0 ;     0 
GRUDZI•DZ;DOLNOåL•SKIE;56-304;071;;;;;;     0 ;     0 
GRUDZI•DZ;DOLNOåL•SKIE;56-306;071;;;;;;     0 ;     0 
GRUSZK”W;DOLNOåL•SKIE;58-515;075;;;;;;     0 ;     0 
GRUSZ”W;DOLNOåL•SKIE;58-124;074;;;;;;     0 ;     0 
GRYF”W åL•SKI;DOLNOåL•SKIE;59-620;075;;;;;;     0 ;     0 
GRYØYCE;DOLNOåL•SKIE;56-150;071;;;;;;     0 ;     0 
GRZEGORZ”W;DOLNOåL•SKIE;57-103;071;;;;;;     0 ;     0 
GRZESZYN;DOLNOåL•SKIE;56-160;071;;;;;;     0 ;     0 
GRZ DY;DOLNOåL•SKIE;58-379;074;;;;;;     0 ;     0 
GRZ DY G”RNE;DOLNOåL•SKIE;58-379;074;;;;;;     0 ;     0 
GRZMI•CA;DOLNOåL•SKIE;58-340;074;;;;;;     0 ;     0 
GRZYBIANY;DOLNOåL•SKIE;59-221;076;;;;;;     0 ;     0 
GRZYMALIN;DOLNOåL•SKIE;59-222;076;;;;;;     0 ;     0 
GU£”W;DOLNOåL•SKIE;55-216;071;;;;;;     0 ;     0 
GUNICE;DOLNOåL•SKIE;58-230;074;;;;;;     0 ;     0 
